date,year,type,country,activity,sex,age,injury,fatal,time
Sep,2005,Unprovoked,USA,Others,F,68,"Injuries to fingers, calf  & heel",No Fatal,Afternoon
Sep,2005,Unprovoked,USA,Surfing,M,18,FATAL,Fatal,Afternoon
Sep,2005,Unprovoked,AUSTRALIA,Others,M,15,Left foot & ankle lacerated,No Fatal,Evening
Sep,2005,Unprovoked,USA,Others,F,18,Calf severely lacerated,No Fatal,Afternoon
Sep,2005,Unprovoked,AUSTRALIA,Surfing,M,40,Lacerations to right arm & thigh,No Fatal,Afternoon
Sep,2005,Unprovoked,USA,Others,M,62,Right foot bitten,No Fatal,Morning
Aug,2005,Unprovoked,AUSTRALIA,Others,M,23,FATAL,Fatal,Afternoon
Aug,2005,Unprovoked,USA,Surfing,M,37,Lower right leg lacerated,No Fatal,Morning
Aug,2005,Unprovoked,USA,Others,M,17,"Laceration to knee, possibly by a  small blacktip shark",No Fatal,Afternoon
Aug,2005,Unprovoked,USA,Swimming,M,0,Bitten underneath left arm,No Fatal,Morning
Aug,2005,Unprovoked,USA,Others,M,12,Left foot bitten,No Fatal,Evening
Aug,2005,Unprovoked,USA,Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,No Fatal,Morning
Aug,2005,Unprovoked,USA,Swimming,M,14,Puncture wounds on left foot ,No Fatal,Morning
Jul,2005,Unprovoked,USA,Others,F,13,Laceration on the back of left hand & toothmarks on wrist,No Fatal,Evening
Jul,2005,Unprovoked,USA,Surfing,M,61,"Right foot: Toes and back of foot, minor injury",No Fatal,Morning
Jul,2005,Unprovoked,USA,Surfing,M,25,"Straight 2.5"" laceration on top of left ankle",No Fatal,Morning
Jul,2005,Provoked,CHINA,Others,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,No Fatal,Evening
Jul,2005,Unprovoked,USA,Swimming,M,22,Lacerations of left forearm,No Fatal,Afternoon
Jul,2005,Unprovoked,USA,Others,F,14,Left foot bitten,No Fatal,Afternoon
Jul,2005,Unprovoked,USA,Others,M,19,Ankle bitten,No Fatal,Morning
Jun,2005,Unprovoked,USA,Fishing,M,16,"Leg severely bitten, surgically amputated",No Fatal,Morning
Jun,2005,Unprovoked,USA,Swimming,F,14,"FATAL, leg bitten",Fatal,Morning
Jun,2005,Unprovoked,VANUATU,Swimming,F,0,FATAL,Fatal,Afternoon
Jun,2005,Unprovoked,USA,Swimming,M,49,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",No Fatal,Morning
Jun,2005,Unprovoked,USA,Swimming,M,20,Foot bitten,No Fatal,Afternoon
Jun,2005,Unprovoked,unknown,Diving,F,38,Knee bitten,No Fatal,Evening
Jun,2005,Unprovoked,USA,Others,F,11,Foot lacerated,No Fatal,Morning
Jun,2005,Unprovoked,USA,Surfing,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,No Fatal,Morning
Jun,2005,Unprovoked,SOUTH AFRICA,Spearfishing,M,22,FATAL,Fatal,Afternoon
Jun,2005,Unprovoked,USA,Others,M,0,Two 2-inch lacerations on right foot,No Fatal,Morning
Apr,2005,Provoked,AUSTRALIA,Fishing,M,25,Laceration on left thigh PROVOKED INCIDENT,No Fatal,Evening
Apr,2005,Unprovoked,AUSTRALIA,Spearfishing,M,20,Minor cuts above his right eye,No Fatal,Evening
Apr,2005,Unprovoked,AUSTRALIA,Surfing,M,40,"No injury, board bitten",No Fatal,Evening
Apr,2005,Unprovoked,USA,Others,F,70,Right lower leg bitten,No Fatal,Evening
Apr,2005,Unprovoked,USA,Surfing,M,37,Left foot bitten ,No Fatal,Evening
Feb,2005,Unprovoked,AUSTRALIA,Swimming,M,18,Finger bitten,No Fatal,Evening
Feb,2005,Unprovoked,USA,Surfing,M,0,"No injury, knocked off board, shark bit board",No Fatal,Afternoon
Jan,2005,Unprovoked,CUBA,Swimming,M,19,Left foot severed,No Fatal,Evening
Jan,2005,Unprovoked,NEW ZEALAND,Fishing,M,39,"No injury, kayak bumped repeatedly",No Fatal,Afternoon
Dec,2004,Unprovoked,AUSTRALIA,Others,M,18,FATAL,Fatal,Afternoon
Dec,2004,Unprovoked,AUSTRALIA,Spearfishing,M,38,"FATAL, leg bitten",Fatal,Afternoon
Nov,2004,Unprovoked,SOUTH AFRICA,Surfing,M,20,3 lacerations on foot,No Fatal,Evening
Nov,2004,Unprovoked,SOUTH AFRICA,Others,M,16,Lacerations on lower leg & foot,No Fatal,Evening
Nov,2004,Unprovoked,SOUTH AFRICA,Swimming,F,77,FATAL,Fatal,Morning
Nov,2004,Unprovoked,USA,Surfing,F,38,"Lacerations to hand, knee & thigh ",No Fatal,Afternoon
Nov,2004,Unprovoked,VANUATU,Others,M,30,Thigh bitten,No Fatal,Morning
Oct,2004,Unprovoked,CUBA,Diving,M,40,Left forearm bitten,No Fatal,Afternoon
Oct,2004,Unprovoked,SOUTH AFRICA,Others,M,52,Right ankle & foot lacerated,No Fatal,Morning
Oct,2004,Unprovoked,AUSTRALIA,Surfing,M,59,Right foot lacerated,No Fatal,Afternoon
Oct,2004,Unprovoked,USA,Surfing,M,0,Lower leg bitten,No Fatal,Morning
Oct,2004,Unprovoked,USA,Spearfishing,M,34,Left shoulder bitten,No Fatal,Afternoon
Oct,2004,Unprovoked,SOUTH AFRICA,Surfing,M,34,Puncture wounds on right foot,No Fatal,Morning
Oct,2004,Unprovoked,REUNION,Others,M,15,"Leg severely bitten, surgically amputated",No Fatal,Afternoon
Oct,2004,Unprovoked,USA,Surfing,M,16,"No injury, knocked off surfboard",No Fatal,Afternoon
Oct,2004,Unprovoked,USA,Surfing,M,40,"No injury, shark struck board & spun it around",No Fatal,Afternoon
Sep,2004,Unprovoked,USA,Surfing,M,26,Leg bitten,No Fatal,Morning
Sep,2004,Unprovoked,USA,Others,F,17,Left knee & leg bitten,No Fatal,Afternoon
Aug,2004,Unprovoked,USA,Others,F,38,Heel bitten,No Fatal,Afternoon
Aug,2004,Unprovoked,BRAZIL,Others,M,24,Calf bitten & both hands injured,No Fatal,Afternoon
Aug,2004,Unprovoked,USA,Surfing,M,0,Foot bitten,No Fatal,Afternoon
Aug,2004,Unprovoked,USA,Diving,M,50,FATAL,Fatal,Afternoon
Aug,2004,Unprovoked,USA,Swimming,M,47,"Back, buttocks, left hand & left side of face bitten",No Fatal,Evening
Aug,2004,Unprovoked,AUSTRALIA,Spearfishing,M,30,Minor puncture wounds to leg,No Fatal,Afternoon
Jul,2004,Unprovoked,USA,Surfing,F,20,Right foot bitten,No Fatal,Afternoon
Jul,2004,Unprovoked,USA,Surfing,F,28,Right calf bitten,No Fatal,Afternoon
Jul,2004,Unprovoked,USA,Swimming,F,13,Right forearm & wrist lacerated,No Fatal,Afternoon
Jul,2004,Unprovoked,USA,Swimming,F,19,Right foot bitten,No Fatal,Afternoon
Jul,2004,Unprovoked,USA,Others,M,11,Right forearm nearly severed and bites above & below the right knee,No Fatal,Evening
Jul,2004,Unprovoked,JAPAN,Fishing,M,51,Suffered broken ribs when the shark's tail fin slammed into his chest,No Fatal,Evening
Jul,2004,Unprovoked,AUSTRALIA,Surfing,M,30,"FATAL, abdomen, pelvis & leg bitten      ",Fatal,Afternoon
Jul,2004,Unprovoked,EGYPT,Others,F,0,Hand severed,No Fatal,Evening
Jul,2004,Unprovoked,USA,Others,M,0,Right foot lacerated,No Fatal,Afternoon
Jun,2004,Unprovoked,USA,Surfing,M,45,"No injury, shark struck his board",No Fatal,Morning
Jun,2004,Unprovoked,AUSTRALIA,Others,M,17,Ankle & foot lacerated,No Fatal,Afternoon
Jun,2004,Unprovoked,USA,Swimming,M,0,Right wrist  & left arm lacerated,No Fatal,Evening
Jun,2004,Unprovoked,SOUTH AFRICA,Swimming,M,21,"FATAL, leg severed ",Fatal,Afternoon
Apr,2004,Unprovoked,AUSTRALIA,Diving,M,0,Puncture wounds on wrist,No Fatal,Morning
Apr,2004,Unprovoked,USA,Surfing,M,57,FATAL Severe wound to right thigh & calf,Fatal,Morning
Apr,2004,Unprovoked,SOUTH AFRICA,Surfing,M,16,"Left leg lacerated, right leg severed above the knee ",No Fatal,Afternoon
Feb,2004,Unprovoked,BRAZIL,Swimming,M,29,"FATAL, right thigh & hip bitten   ",Fatal,Afternoon
Feb,2004,Unprovoked,NEW ZEALAND,Surfing,M,15,Thigh lacerated,No Fatal,Evening
Feb,2004,Unprovoked,AUSTRALIA,Others,M,31,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",No Fatal,Morning
Feb,2004,Unprovoked,AUSTRALIA,Others,M,22,Leg bitten,No Fatal,Evening
Jan,2004,Unprovoked,AUSTRALIA,Others,M,46,Left leg bitten,No Fatal,Morning
Jan,2004,Unprovoked,URUGUAY,Surfing,M,21,Puncture wounds to dorsum of right foot,No Fatal,Evening
Jan,2004,Unprovoked,VENEZUELA,Swimming,M,0,Lower back & hand bitten,No Fatal,Afternoon
Jan,2004,Unprovoked,VENEZUELA,Spearfishing,M,40,Right leg bitten,No Fatal,Morning
Jan,2004,Unprovoked,AUSTRALIA,Diving,M,0,"No injury, swim fin ripped off",No Fatal,Evening
Jan,2004,Unprovoked,SOUTH AFRICA,Surfing,M,22,Foot lacerated,No Fatal,Evening
Dec,2003,Unprovoked,USA,Swimming,M,13,Foot bitten,No Fatal,Afternoon
Dec,2003,Unprovoked,NEW ZEALAND,Swimming,M,45,FATAL,Fatal,Night
Dec,2003,Unprovoked,AUSTRALIA,Surfing,M,36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",No Fatal,Morning
Nov,2003,Unprovoked,AUSTRALIA,Swimming,M,0,"After biting Halverson, it bit Scott's thigh",No Fatal,Morning
Nov,2003,Unprovoked,AUSTRALIA,Swimming,M,0,Hand & foot bitten,No Fatal,Morning
Nov,2003,Unprovoked,SOUTH AFRICA,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Fatal,Morning
Nov,2003,Unprovoked,USA,Surfing,F,35,Severe abrasion to left lateral calf,No Fatal,Afternoon
Nov,2003,Unprovoked,INDIA,Swimming,M,35,Left index finger lacerated,No Fatal,Evening
Oct,2003,Unprovoked,USA,Surfing,M,18,Left foot (sole) bitten,No Fatal,Afternoon
Oct,2003,Unprovoked,AUSTRALIA,Surfing,M,22,Left ankle & foot lacerated,No Fatal,Afternoon
Oct,2003,Unprovoked,USA,Surfing,F,13,Left arm severed below shoulder,No Fatal,Morning
Oct,2003,Unprovoked,USA,Surfing,M,46,Laceration on right ankle & heel,No Fatal,Afternoon
Oct,2003,Unprovoked,USA,Others,M,56,Left forearm lacerated,No Fatal,Afternoon
Oct,2003,Unprovoked,USA,Surfing,M,19,Foot bitten,No Fatal,Evening
Oct,2003,Unprovoked,USA,Swimming,M,0,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Fatal,Evening
Oct,2003,Unprovoked,USA,Surfing,M,18,5 to 6 lacerations on right foot & ankle,No Fatal,Afternoon
Oct,2003,Provoked,USA,Surfing,M,30,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,No Fatal,Afternoon
Oct,2003,Unprovoked,USA,Others,M,50,Left foot bitten,No Fatal,Afternoon
Oct,2003,Unprovoked,USA,Others,F,41,"Left thigh abraded, right knee and right index finger injured",No Fatal,Afternoon
Sep,2003,Unprovoked,FIJI,Others,M,40,FATAL abdomen bitten,Fatal,Night
Sep,2003,Unprovoked,USA,Surfing,M,16,Arm lacerated,No Fatal,Morning
Sep,2003,Unprovoked,USA,Surfing,M,21,Left foot bitten,No Fatal,Morning
Sep,2003,Unprovoked,USA,Surfing,M,19,Left heel lacerated,No Fatal,Afternoon
Sep,2003,Unprovoked,USA,Surfing,M,17,3 puncture wounds on left foot,No Fatal,Afternoon
Sep,2003,Unprovoked,USA,Surfing,M,30,Left foot: lacerations on heel and sole,No Fatal,Afternoon
Sep,2003,Unprovoked,SOUTH AFRICA,Fishing,F,36,"No injury to occupants, shark bit boat",No Fatal,Morning
Sep,2003,Unprovoked,USA,Swimming,F,10,Puncture wounds on inner thigh,No Fatal,Afternoon
Sep,2003,Unprovoked,USA,Others,M,18,Left calf avulsion,No Fatal,Afternoon
Sep,2003,Unprovoked,USA,Others,M,15,Ankle lacerated,No Fatal,Afternoon
Sep,2003,Unprovoked,SOUTH AFRICA,Others,M,19,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Fatal,Afternoon
Aug,2003,Provoked,USA,Fishing,M,0,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,No Fatal,Afternoon
Aug,2003,Unprovoked,USA,Swimming,F,50,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Fatal,Morning
Aug,2003,Unprovoked,USA,Swimming,M,31,Left ankle lacerated,No Fatal,Evening
Aug,2003,Unprovoked,SOUTH AFRICA,Others,M,16,"No injury, wetsuit torn & board bitten",No Fatal,Morning
Jul,2003,Unprovoked,USA,Surfing,M,18,Laceration to little finger of  right hand,No Fatal,Afternoon
Jul,2003,Unprovoked,USA,Others,F,15,Heel & sole of left foot,No Fatal,Afternoon
Jul,2003,Unprovoked,BAHAMAS,Spearfishing,M,58,Right thigh bitten,No Fatal,Afternoon
Jul,2003,Provoked,USA,Others,M,10,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,No Fatal,Morning
Jul,2003,Unprovoked,USA,Surfing,M,21,Left foot bitten,No Fatal,Evening
Jul,2003,Unprovoked,BAHAMAS,Spearfishing,M,39,Left calf bitten,No Fatal,Afternoon
Jun,2003,Unprovoked,USA,Surfing,M,17,Right foot & toes lacerated,No Fatal,Afternoon
Jun,2003,Unprovoked,USA,Surfing,M,15,Ankle lacerated,No Fatal,Morning
Jun,2003,Unprovoked,USA,Others,F,12,2 lacerations to the thigh,No Fatal,Afternoon
Jun,2003,Unprovoked,USA,Swimming,M,60,Right foot bitten,No Fatal,Morning
Jun,2003,Unprovoked,USA,Swimming,M,51,Left leg bitten,No Fatal,Afternoon
Jun,2003,Unprovoked,USA,Surfing,M,33,Hand bitten ,No Fatal,Afternoon
Apr,2003,Unprovoked,BRAZIL,Swimming,M,16,Bitten on finger,No Fatal,Evening
Apr,2003,Unprovoked,BRAZIL,Surfing,M,17,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Surfing,M,36,Right leg bitten,No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Surfing,M,17,Survived,No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Surfing,M,30,Left foot bitten,No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Surfing,M,23,Small lacerations to foot,No Fatal,Morning
Apr,2003,Unprovoked,USA,Surfing,M,18,Left ankle bitten or right foot,No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Others,M,11,Left foot bitten,No Fatal,Afternoon
Apr,2003,Unprovoked,USA,Surfing,M,12,2 lacerations on left thigh,No Fatal,Morning
Apr,2003,Unprovoked,USA,Swimming,M,20,Left calf lacerated,No Fatal,Afternoon
Apr,2003,Unprovoked,VENEZUELA,Surfing,M,28,"Right foot bitten, left leg severed",No Fatal,Evening
Apr,2003,Unprovoked,USA,Surfing,M,50,Left hand and wrist bitten,No Fatal,Morning
Feb,2003,Unprovoked,NEW ZEALAND,Others,M,44,Arm lacerated (shark made 3 strikes),No Fatal,Morning
Feb,2003,Unprovoked,AUSTRALIA,Others,M,37,Ankle lacerated,No Fatal,Evening
Feb,2003,Unprovoked,USA,Swimming,M,54,Left hand bitten,No Fatal,Afternoon
Feb,2003,Unprovoked,AUSTRALIA,Swimming,M,24,"Puncture wounds on heel, legs and buttocks",No Fatal,Evening
Feb,2003,Unprovoked,AUSTRALIA,Swimming,M,84,FATAL,Fatal,Morning
Jan,2003,Unprovoked,SOUTH AFRICA,,M,14,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,No Fatal,Evening
Jan,2003,Unprovoked,AUSTRALIA,Surfing,F,0,"No injury, but her surfboard was bitten",No Fatal,Afternoon
Dec,2002,Unprovoked,AUSTRALIA,Others,F,18,Left arm lacerated,No Fatal,Evening
Dec,2002,Unprovoked,SOUTH AFRICA,Others,M,25,Forearms lacerated,No Fatal,Afternoon
Dec,2002,Unprovoked,AUSTRALIA,Others,M,26,Groin bitten,No Fatal,Evening
Dec,2002,Unprovoked,AUSTRALIA,Swimming,M,23,FATAL,Fatal,Evening
Nov,2002,Unprovoked,MICRONESIA,Others,M,0,Minor injury to right calf,No Fatal,Afternoon
Nov,2002,Unprovoked,USA,Others,M,48,Both legs severely lacerated,No Fatal,Morning
Nov,2002,Unprovoked,USA,Swimming,F,34,Right shoulder forarm & wrist bitten,No Fatal,Morning
Nov,2002,Unprovoked,unknown,Others,F,41,"Right upper am, shoulder & back severely  bitten",No Fatal,Morning
Nov,2002,Unprovoked,USA,Surfing,M,21,1.5-inch laceration,No Fatal,Afternoon
Nov,2002,Unprovoked,USA,Others,M,16,Puncture wounds on right foot,No Fatal,Afternoon
Oct,2002,Unprovoked,USA,Swimming,F,60,Left foot bitten ,No Fatal,Morning
Oct,2002,Unprovoked,BRAZIL,Swimming,M,36,"FATAL, body not recovered",Fatal,Afternoon
Oct,2002,Unprovoked,USA,Surfing,M,21,Left foot bitten,No Fatal,Evening
Oct,2002,Unprovoked,USA,Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,No Fatal,Afternoon
Oct,2002,Unprovoked,USA,Surfing,M,35,Heel & back of right knee lacerated,No Fatal,Afternoon
Oct,2002,Unprovoked,USA,Surfing,M,18,Left hand lacerated and abraded,No Fatal,Afternoon
Sep,2002,Unprovoked,USA,Surfing,M,47,Right hand severely lacerated,No Fatal,Afternoon
Sep,2002,Unprovoked,USA,Surfing,M,32,Left hand bitten,No Fatal,Morning
Sep,2002,Unprovoked,USA,Fishing,M,55,"No injury, surfboard bitten ",No Fatal,Afternoon
Sep,2002,Provoked,USA,Fishing,M,0,Left thumb lacerated PROVOKED INCIDENT,No Fatal,Afternoon
Sep,2002,Provoked,TONGA,Swimming,M,0,Thigh lacerated  PROVOKED INCIDENT,No Fatal,Afternoon
Sep,2002,Unprovoked,USA,Others,M,24, Ankle lacerated,No Fatal,Evening
Sep,2002,Unprovoked,USA,Surfing,M,35,No injury,No Fatal,Evening
Sep,2002,Unprovoked,BRAZIL,Swimming,M,19,"Left thigh bitten, leg surgically amputated",No Fatal,Afternoon
Sep,2002,Unprovoked,SOUTH AFRICA,Others,M,47,No injury,No Fatal,Afternoon
Sep,2002,Unprovoked,USA,Others,M,20,Bitten above & below right knee,No Fatal,Afternoon
Sep,2002,Provoked,USA,Others,M,36,2 small puncture wounds on left foot PROVOKED INCIDENT,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Surfing,M,16,Left foot lacerated ,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Swimming,F,29,Both arms & leg bitten,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Surfing,M,27,Big toe bitten,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Surfing,M,15,Lacerations on heel & dorsum of right foot,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Others,M,15,Ankle & leg lacerated,No Fatal,Afternoon
Aug,2002,Unprovoked,USA,Others,M,14,Leg lacerated,No Fatal,Morning
Jul,2002,Unprovoked,USA,Surfing,M,13,Heel bitten,No Fatal,Evening
Jul,2002,Unprovoked,USA,Swimming,F,15,Calf bitten,No Fatal,Afternoon
Jul,2002,Provoked,USA,Surfing,M,19,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,No Fatal,Evening
Jul,2002,Provoked,USA,Fishing,M,41,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jul,2002,Unprovoked,BRAZIL,Surfing,M,22,Right hand severed,No Fatal,Afternoon
Jul,2002,Unprovoked,USA,Others,F,0,"Calf, foot & hand bitten",No Fatal,Afternoon
Jun,2002,Unprovoked,AUSTRALIA,Surfing,M,30,minor injury to foot,No Fatal,Morning
Jun,2002,Unprovoked,USA,Swimming,F,11,Small lacerations on right lower leg,No Fatal,Afternoon
Jun,2002,Unprovoked,USA,Surfing,M,28,Right hand lacerated,No Fatal,Afternoon
Jun,2002,Unprovoked,USA,Surfing,M,50,6-inch gash on right foot,No Fatal,Morning
Jun,2002,Unprovoked,USA,Swimming,M,10,Right calf lacerated,No Fatal,Afternoon
Jun,2002,Unprovoked,SOUTH AFRICA,Others,M,50,Upper arm bitten,No Fatal,Evening
Apr,2002,Unprovoked,AUSTRALIA,Others,M,23,"FATAL, torso & leg bitten  ",Fatal,Afternoon
Apr,2002,Unprovoked,USA,Surfing,M,34,Left foot bitten,No Fatal,Morning
Apr,2002,Unprovoked,USA,Surfing,M,28,Left foot bitten,No Fatal,Morning
Apr,2002,Unprovoked,AUSTRALIA,Swimming,M,45,Foot bitten,No Fatal,Evening
Apr,2002,Unprovoked,BAHAMAS,Others,M,43,Calf bitten,No Fatal,Morning
Apr,2002,Unprovoked,USA,Others,M,41,Two half-inch lacerations on right heel and one near small toe,No Fatal,Afternoon
Apr,2002,Unprovoked,USA,Swimming,M,29,Upper left arm bitten,No Fatal,Morning
Feb,2002,Unprovoked,AUSTRALIA,Surfing,M,30,Heel / foot bitten,No Fatal,Morning
Feb,2002,Unprovoked,AUSTRALIA,Others,M,35,Stern of kayak bitten/chest bruised ,No Fatal,Evening
Jan,2002,Unprovoked,AUSTRALIA,Surfing,M,20,Bruises & minor cuts,No Fatal,Evening
Jan,2002,Unprovoked,SOUTH AFRICA,Fishing,M,16,Leg bitten & surgically amputated,No Fatal,Evening
Jan,2002,Unprovoked,SOUTH AFRICA,Others,M,26,Foot & calf bitten,No Fatal,Evening
Jan,2002,Unprovoked,USA,Others,M,35,Lacerations to buttocks & thigh,No Fatal,Afternoon
Dec,2001,Unprovoked,AUSTRALIA,Surfing,M,36,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",No Fatal,Morning
Nov,2001,Unprovoked,AUSTRALIA,Surfing,M,49,"No Injury, shark hit board",No Fatal,Evening
Oct,2001,Unprovoked,AUSTRALIA,Others,F,20,Lacerations to right forearm & shoulder injured,No Fatal,Afternoon
Sep,2001,Unprovoked,MEXICO,Others,M,26,Hand injured,No Fatal,Evening
Sep,2001,Unprovoked,AUSTRALIA,,M,31,No injury from shark,No Fatal,Evening
Sep,2001,Provoked,USA,Surfing,M,21,PROVOKED INCIDENT Several small lacerations on left foot ,No Fatal,Afternoon
Sep,2001,Unprovoked,USA,Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",No Fatal,Afternoon
Sep,2001,Unprovoked,USA,Others,M,42,FATAL or drowning & scavenging,Fatal,Afternoon
Sep,2001,Unprovoked,USA,Others,M,0,"2 lacerations on lower back, punctures on buttock",No Fatal,Afternoon
Sep,2001,Unprovoked,USA,Surfing,M,16,Foot bitten,No Fatal,Afternoon
Sep,2001,Unprovoked,USA,Others,M,13,Minor injury to left leg,No Fatal,Evening
Sep,2001,Unprovoked,USA,Swimming,M,28,FATAL,Fatal,Evening
Sep,2001,Unprovoked,USA,Swimming,F,23,Left buttock & foot  severed,No Fatal,Evening
Sep,2001,Unprovoked,USA,Others,M,20,Right calf lacerated,No Fatal,Afternoon
Sep,2001,Unprovoked,USA,Swimming,M,10,"FATAL, thigh bitten ",Fatal,Evening
Aug,2001,Unprovoked,BAHAMAS,Spearfishing,M,44,Torso lacerated,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Others,F,29,Punctures & lacerations on elbow & forearm,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Others,M,69,Heel lacerated,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Others,M,18,Thigh & foot bitten,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Others,M,18,Upper left thigh & right foot bitten,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,M,17,Foot lacerated,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,M,27,Thigh lacerated,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,M,32,Cuts on right foot,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,F,17,Lacerations to lower leg,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,F,17,Left foot lacerated,No Fatal,Morning
Aug,2001,Unprovoked,USA,Surfing,M,20,Cuts on right foot,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,M,19,Back of left hand gashed,No Fatal,Afternoon
Aug,2001,Unprovoked,USA,Surfing,M,19,Left ankle bitten,No Fatal,Morning
Aug,2001,Unprovoked,BAHAMAS,Spearfishing,M,43,Calf bitten,No Fatal,Afternoon
Aug,2001,Unprovoked,THAILAND,,M,21,Legs bitten,No Fatal,Evening
Aug,2001,Unprovoked,BAHAMAS,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",No Fatal,Morning
Jul,2001,Unprovoked,USA,Surfing,M,48,Left foot & heel lacerated,No Fatal,Afternoon
