date,year,type,country,area,activity,sex,age,injury,fatal,time
Jun,2006,Unprovoked,AUSTRALIA,South Australia,Surfing,M,40,"No injury, knocked off surfboard",N,11h30
Apr,2006,Unprovoked,USA,Florida,Standing,F,13,3 tiny punctures & small lacerations on right ankle,N,15h00
Apr,2006,Provoked,USA,Florida,Fishing,M,35,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,N,Afternoon
Apr,2006,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15,Minor laceration to left foot,N,13h30
Apr,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,M,15,Leg bitten,N,17h30
Apr,2006,Unprovoked,BRAZIL,Pernambuco,Swimming,M,35,Left leg bitten,N,Afternoon
Apr,2006,Unprovoked,USA,Florida,Wading,M,11,Minor injury to right hand & thigh,N,12h30
Feb,2006,Unprovoked,USA,Hawaii,Standing,F,15,Deep laceration to right calf,N,16h30
Feb,2006,Unprovoked,USA,Hawaii,Free diving,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,,Late afternoon
Feb,2006,Unprovoked,AUSTRALIA,Queensland,Wading,M,18,Lacerations to foot,N,11h00
Feb,2006,Unprovoked,AUSTRALIA,South Australia,Fishing,M,0,No injury to occupants; shark nudged the 5.3 m boat,N,12h00
Feb,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,15,2 bite marks on right calf,N,Late afternoon
Feb,2006,Unprovoked,TONGA,Vava'u,Swimming,F,24,Severe bite to right leg FATAL,Y,18h00
Feb,2006,Unprovoked,USA,Hawaii,Kayaking,M,57,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,Afternoon
Jan,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,34,Right arm  bitten,N,14h00
Jan,2006,Unprovoked,AUSTRALIA,Western Australia,Scuba diving,M,52,Lacerations to left elbow,N,11h00
Jan,2006,Unprovoked,AUSTRALIA,Queensland,Swimming,F,21,FATAL,Y,17h15
Jan,2006,Unprovoked,USA,Florida,Surfing,M,21,3 puncture wounds in right wrist & hand,N,16h45
Jan,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving for crayfish,M,49,Lacerations to little finger,N,
Dec,2005,Unprovoked,USA,Oregon,Surfing,M,30,Lacerations to ankle & calf,N,12h00
Dec,2005,Unprovoked,USA,Hawaii,Swimming,M,29,Left hand bitten,N,11h45
Dec,2005,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,44,Right forearm & elbow bitten,N,11h00
Nov,2005,Unprovoked,USA,Florida,Surfing,M,23,Right thumb & palm lacerated,N,13h00
Nov,2005,Unprovoked,AUSTRALIA,Victoria,Surfing,M,18,"2 lacerations on leg, each 4"" to 5"" long",N,18h00
Nov,2005,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,26,"Cut on finger, board bitten",N,11h30
Nov,2005,Unprovoked,USA,Florida,Surfing,M,30,Left foot bitten,N,Afternoon
Nov,2005,Unprovoked,USA,Florida,Surfing,M,17,Lacerations to right thigh,N,14h30
Nov,2005,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing for sharks,M,32,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,14h00
Nov,2005,Unprovoked,USA,Florida,Surfing,M,18,Puncture wounds to right foot,N,13h00
Nov,2005,Unprovoked,USA,California,Surfing,M,25,"No injury, board bitten",N,16h45
Nov,2005,Unprovoked,USA,California,Surfing,M,26,"No injury, board bumped",N,07h15
Oct,2005,Unprovoked,USA,Florida,Wading,M,15,Puncture wounds to foot,N,
Oct,2005,Unprovoked,unknown,Simpson Bay,Standing,M,55,Lower right leg lacerated,N,08h00
Oct,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Standing / Surfing,M,20,Right foot bitten,N,Morning
Oct,2005,Unprovoked,USA,California,Surfing,M,36,No injury,N,11h00
Oct,2005,Unprovoked,USA,California,Surfing,F,20,Leg bitten,N,10h30
Oct,2005,Provoked,USA,Florida,Wading,M,15,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N,17h55
Oct,2005,Unprovoked,USA,Hawaii,Surfing,M,22,"No injury, surfboard bitten",N,18h00
Oct,2005,Unprovoked,unknown,East Wall,Scuba diving,F,57,No injury ,N,15h00
Oct,2005,Unprovoked,USA,Florida,Treading water/ Surfing,M,48,Five 1-inch lacerations to left foot,N,16h05
Oct,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,52,"No injury, shark bit ski",N,15h00
Sep,2005,Unprovoked,AUSTRALIA,South Australia,Surfing,M,26,Lacerations to legs,N,12h05
Sep,2005,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,44, No injury,N,Morning
Sep,2005,Unprovoked,USA,South Carolina,Body surfing,F,68,"Injuries to fingers, calf  & heel",N,16h30
Sep,2005,Unprovoked,USA,South Carolina,Surfing,M,18,FATAL,Y,14h00
Sep,2005,Unprovoked,AUSTRALIA,New South Wales,Standing,M,15,Left foot & ankle lacerated,N,Dusk
Sep,2005,Unprovoked,USA,North Carolina,Wading,F,18,Calf severely lacerated,N,15h20
Sep,2005,Unprovoked,AUSTRALIA,South Australia,Surfing,M,40,Lacerations to right arm & thigh,N,15h00
Sep,2005,Unprovoked,USA,Florida,Standing / Surfing,M,62,Right foot bitten,N,11h10
Aug,2005,Unprovoked,AUSTRALIA,South Australia,Scuba diving,M,23,FATAL,Y,16h10
Aug,2005,Unprovoked,USA,California,Surfing,M,37,Lower right leg lacerated,N,11h00
Aug,2005,Unprovoked,USA,South Carolina,"Boogie boarding, kicked at object in the water",M,17,"Laceration to knee, possibly by a  small blacktip shark",,Afternoon
Aug,2005,Unprovoked,USA,South Carolina,Swimming,M,0,Bitten underneath left arm,N,Morning
Aug,2005,Unprovoked,USA,Texas,Walking,M,12,Left foot bitten,N,20h00
Aug,2005,Unprovoked,USA,North Carolina,Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,11h30
Aug,2005,Unprovoked,USA,South Carolina,Swimming,M,14,Puncture wounds on left foot ,N,09h45
Jul,2005,Unprovoked,USA,Florida,Wading,F,13,Laceration on the back of left hand & toothmarks on wrist,N,18h00
Jul,2005,Unprovoked,USA,Florida,Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,11h30
Jul,2005,Unprovoked,USA,Florida,Surfing,M,25,"Straight 2.5"" laceration on top of left ankle",,11h15
Jul,2005,Provoked,CHINA,Shanghai,Scuba diving in aquarium tank,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,
Jul,2005,Unprovoked,USA,North Carolina,Swimming,M,22,Lacerations of left forearm,N,16h40
Jul,2005,Unprovoked,USA,Texas,Holding onto an inflatable boat,F,14,Left foot bitten,N,13h00
Jul,2005,Unprovoked,USA,Florida,Standing,M,19,Ankle bitten,N,11h30
Jun,2005,Unprovoked,USA,Florida,Fishing,M,16,"Leg severely bitten, surgically amputated",N,11h30
Jun,2005,Unprovoked,USA,Florida,Swimming with boogie board,F,14,"FATAL, leg bitten",Y,11h15
Jun,2005,Unprovoked,VANUATU,Malampa Province,Swimming,F,0,FATAL,Y,Afternoon
Jun,2005,Unprovoked,USA,Hawaii,Swimming,M,49,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",,08h00
Jun,2005,Unprovoked,USA,Florida,Swimming,M,20,Foot bitten,N,Afternoon
Jun,2005,Unprovoked,unknown,South Ch'ungch'ong Province,Diving,F,38,Knee bitten,N,
Jun,2005,Unprovoked,USA,South Carolina,Boogie boarding,F,11,Foot lacerated,N,11h30 
Jun,2005,Unprovoked,USA,New Jersey,Surfing,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,,11h00
Jun,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing (Free diving),M,22,FATAL,Y,15h45
Jun,2005,Unprovoked,USA,Texas,Wading,M,0,Two 2-inch lacerations on right foot,N,Morning
Apr,2005,Provoked,AUSTRALIA,New South Wales,Fishing,M,25,Laceration on left thigh PROVOKED INCIDENT,N,23h00
Apr,2005,Unprovoked,AUSTRALIA,Northern Territory,Spearfishing,M,20,Minor cuts above his right eye,N,
Apr,2005,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,40,"No injury, board bitten",N,06h10
Apr,2005,Unprovoked,USA,Florida,Wading,F,70,Right lower leg bitten,N,
Apr,2005,Unprovoked,USA,Texas,Surfing,M,37,Left foot bitten ,N,19h00
Feb,2005,Unprovoked,AUSTRALIA,Queensland,Swimming,M,18,Finger bitten,N,
Feb,2005,Unprovoked,USA,Hawaii,Surfing,M,0,"No injury, knocked off board, shark bit board",N,14h30
Jan,2005,Unprovoked,CUBA,Santiago de Cuba Province,Swimming,M,19,Left foot severed,N,
Jan,2005,Unprovoked,NEW ZEALAND,North Island,Fishing from a kayak,M,39,"No injury, kayak bumped repeatedly",N,12h00
Dec,2004,Unprovoked,AUSTRALIA,South Australia,Scurfing (surfboard being  towed behind a boat),M,18,FATAL,Y,15h15
Dec,2004,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,38,"FATAL, leg bitten",Y,13h00
Nov,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,20,3 lacerations on foot,N,18h00
Nov,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Playing,M,16,Lacerations on lower leg & foot,N,
Nov,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,77,FATAL,Y,07h00
Nov,2004,Unprovoked,USA,California,Surfing,F,38,"Lacerations to hand, knee & thigh ",N,13h30
Nov,2004,Unprovoked,VANUATU,Malampa Province,Snorkeling,M,30,Thigh bitten,N,09h00
Oct,2004,Unprovoked,CUBA,Camaguey Province,Diving,M,40,Left forearm bitten,N,14h00
Oct,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Chumming for white sharks,M,52,Right ankle & foot lacerated,N,Morning
Oct,2004,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,59,Right foot lacerated,N,Afternoon
Oct,2004,Unprovoked,USA,California,Surfing,M,0,Lower leg bitten,N,09h30
Oct,2004,Unprovoked,USA,Hawaii,Spearfishing,M,34,Left shoulder bitten,N,12h40
Oct,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,Puncture wounds on right foot,N,Morning
Oct,2004,Unprovoked,REUNION,Conservatória District,Body boarding,M,15,"Leg severely bitten, surgically amputated",N,16h15
Oct,2004,Unprovoked,USA,California,Surfing,M,16,"No injury, knocked off surfboard",N,15h30
Oct,2004,Unprovoked,USA,California,Surfing,M,40,"No injury, shark struck board & spun it around",N,14h00
Sep,2004,Unprovoked,USA,Oregon,Surfing,M,26,Leg bitten,N,09h00
Sep,2004,Unprovoked,USA,South Carolina ,Jumping,F,17,Left knee & leg bitten,N,15h40
Aug,2004,Unprovoked,USA,Florida,Walking,F,38,Heel bitten,N,17h30
Aug,2004,Unprovoked,BRAZIL,Pernambuco,Bathing,M,24,Calf bitten & both hands injured,N,13h00
Aug,2004,Unprovoked,USA,California,Surfing,M,0,Foot bitten,N,17h30
Aug,2004,Unprovoked,USA,California,Diving,M,50,FATAL,Y,16h00
Aug,2004,Unprovoked,USA,Florida,Swimming,M,47,"Back, buttocks, left hand & left side of face bitten",N,20h30
Aug,2004,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,30,Minor puncture wounds to leg,N,14h00
Jul,2004,Unprovoked,USA,Florida,Surfing,F,20,Right foot bitten,N,13h00
Jul,2004,Unprovoked,USA,North Carolina,Surfing,F,28,Right calf bitten,N,17h30
Jul,2004,Unprovoked,USA,North Carolina,Swimming,F,13,Right forearm & wrist lacerated,N,17h00
Jul,2004,Unprovoked,USA,Texas,Swimming,F,19,Right foot bitten,N,16h30
Jul,2004,Unprovoked,USA,Texas,Wading / fishing & carrying a bag of fish,M,11,Right forearm nearly severed and bites above & below the right knee,N,19h30
Jul,2004,Unprovoked,JAPAN,Wakayama Prefecture,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,Suffered broken ribs when the shark's tail fin slammed into his chest,N,
Jul,2004,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,30,"FATAL, abdomen, pelvis & leg bitten      ",Y,14h10
Jul,2004,Unprovoked,EGYPT,Sinai Peninsula,Snorkeling,F,0,Hand severed,N,
Jul,2004,Unprovoked,USA,Alabama,Wading,M,0,Right foot lacerated,N,16h40
Jun,2004,Unprovoked,USA,California,Surfing,M,45,"No injury, shark struck his board",N,09h00
Jun,2004,Unprovoked,AUSTRALIA,Western Australia,Body boarding,M,17,Ankle & foot lacerated,N,Late afternoon
Jun,2004,Unprovoked,USA,Florida,Swimming,M,0,Right wrist  & left arm lacerated,N,18h00
Jun,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,"Swimming, poaching perlemoen",M,21,"FATAL, leg severed ",Y,15h00
Apr,2004,Unprovoked,AUSTRALIA,New South Wales,Diving,M,0,Puncture wounds on wrist,N,Morning
Apr,2004,Unprovoked,USA,Hawaii,Surfing,M,57,FATAL Severe wound to right thigh & calf,Y,07h08
Apr,2004,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,16,"Left leg lacerated, right leg severed above the knee ",N,14h00
Feb,2004,Unprovoked,BRAZIL,Pernambuco,Swimming,M,29,"FATAL, right thigh & hip bitten   ",Y,15h00
Feb,2004,Unprovoked,NEW ZEALAND,"South Island, near Karitane north of Dunedin",Surfing,M,15,Thigh lacerated,N,19h00
Feb,2004,Unprovoked,AUSTRALIA,Queensland,Free diving & spearfishing,M,31,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",,11h00
Feb,2004,Unprovoked,AUSTRALIA,New South Wales,Snorkeling,M,22,Leg bitten,N,
Jan,2004,Unprovoked,AUSTRALIA,Western Australia,Scuba diving,M,46,Left leg bitten,N,11h05
Jan,2004,Unprovoked,URUGUAY,Rocha,Surfing,M,21,Puncture wounds to dorsum of right foot,N,
Jan,2004,Unprovoked,VENEZUELA,Anzoategui,Swimming,M,0,Lower back & hand bitten,N,14h30
Jan,2004,Unprovoked,VENEZUELA,Anzoategui,Spearfishing,M,40,Right leg bitten,N,11h00
Jan,2004,Unprovoked,AUSTRALIA,New South Wales,Diving,M,0,"No injury, swim fin ripped off",N,Midday
Jan,2004,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,22,Foot lacerated,N,
Dec,2003,Unprovoked,USA,Florida,Swimming,M,13,Foot bitten,N,13h15
Dec,2003,Unprovoked,NEW ZEALAND,Cook Islands,Swimming / shipwreck,M,45,FATAL,Y,Night
Dec,2003,Unprovoked,AUSTRALIA,Victoria,Surfing amid a shoal of sharks,M,36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance",N,09h30
Nov,2003,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,0,"After biting Halverson, it bit Scott's thigh",N,11h30
Nov,2003,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,0,Hand & foot bitten,N,11h30
Nov,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Y,>08h00
Nov,2003,Unprovoked,USA,Florida,Surfing,F,35,Severe abrasion to left lateral calf,N,15h30
Nov,2003,Unprovoked,INDIA,Tamil Nadu,Swimming or surfing,M,35,Left index finger lacerated,N,
Oct,2003,Unprovoked,USA,Florida,Surfing,M,18,Left foot (sole) bitten,N,15h00
Oct,2003,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,22,Left ankle & foot lacerated,N,17h30
Oct,2003,Unprovoked,USA,Hawaii,Surfing,F,13,Left arm severed below shoulder,N,07h30
Oct,2003,Unprovoked,USA,Florida,Surfing,M,46,Laceration on right ankle & heel,N,12h20
Oct,2003,Unprovoked,USA,Hawaii,Snorkeling,M,56,Left forearm lacerated,,12h20
Oct,2003,Unprovoked,USA,Florida,Surfing,M,19,Foot bitten,N,--
Oct,2003,Unprovoked,USA,Florida,Swimming to shore from boat or kayak,M,0,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y,--
Oct,2003,Unprovoked,USA,Florida,Surfing,M,18,5 to 6 lacerations on right foot & ankle,N,14h30
Oct,2003,Provoked,USA,Florida,Surfing,M,30,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N,14h00
Oct,2003,Unprovoked,USA,Florida,Sitting on surfboard,M,50,Left foot bitten,N,12h02
Oct,2003,Unprovoked,USA,Hawaii,Wading near a fishing net,F,41,"Left thigh abraded, right knee and right index finger injured",N,12h55
Sep,2003,Unprovoked,FIJI,Taveuni,Wading to shore from his boat,M,40,FATAL abdomen bitten,Y,Night
Sep,2003,Unprovoked,USA,Florida,Surfing,M,16,Arm lacerated,N,07h45
Sep,2003,Unprovoked,USA,Florida,Surfing,M,21,Left foot bitten,N,11h45
Sep,2003,Unprovoked,USA,Florida,Surfing,M,19,Left heel lacerated,N,16h30
Sep,2003,Unprovoked,USA,Florida,Surfing,M,17,3 puncture wounds on left foot,N,14h00
Sep,2003,Unprovoked,USA,Florida,Surfing,M,30,Left foot: lacerations on heel and sole,N,16h14
Sep,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing ,F,36,"No injury to occupants, shark bit boat",N,09h40
Sep,2003,Unprovoked,USA,Florida,Swimming,F,10,Puncture wounds on inner thigh,,13h30
Sep,2003,Unprovoked,USA,Florida,Body boarding,M,18,Left calf avulsion,N,17h11
Sep,2003,Unprovoked,USA,South Carolina,"Standing, stepped on shark",M,15,Ankle lacerated,N,Afternoon
Sep,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,19,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,14h30
Aug,2003,Provoked,USA,Texas,Fishing,M,0,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,12h20
Aug,2003,Unprovoked,USA,California,"Swimming, wearing black wetsuit & swim fins",F,50,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,08h15
Aug,2003,Unprovoked,USA,California,Swimming,M,31,Left ankle lacerated,,00h30
Aug,2003,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sitting on surfboard,M,16,"No injury, wetsuit torn & board bitten",N,08h00
Jul,2003,Unprovoked,USA,Florida,Surfing,M,18,Laceration to little finger of  right hand,N,15h45
Jul,2003,Unprovoked,USA,Florida,Wading,F,15,Heel & sole of left foot,N,14h37
Jul,2003,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,58,Right thigh bitten,N,14h30
Jul,2003,Provoked,USA,Florida,"Walking, carrying surfboard & stepped on shark",M,10,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,10h07
Jul,2003,Unprovoked,USA,Florida,Surfing,M,21,Left foot bitten,N,
Jul,2003,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,39,Left calf bitten,N,14h45
Jun,2003,Unprovoked,USA,Florida,Surfing,M,17,Right foot & toes lacerated,N,13h53
Jun,2003,Unprovoked,USA,Florida,Surfing,M,15,Ankle lacerated,N,Morning
Jun,2003,Unprovoked,USA,Florida,Standing,F,12,2 lacerations to the thigh,N,Afternoon
Jun,2003,Unprovoked,USA,Hawaii,Swimming with pod of dolphins,M,60,Right foot bitten,N,08h00
Jun,2003,Unprovoked,USA,Johnston Atoll,Swimming,M,51,Left leg bitten,N,Afternoon
Jun,2003,Unprovoked,USA,North Carolina,Surfing ,M,33,Hand bitten ,N,Late afternoon
Apr,2003,Unprovoked,BRAZIL,Rio de Janeiro,Swimming ,M,16,Bitten on finger,N,18h30
Apr,2003,Unprovoked,BRAZIL,Pernambuco,Surfing,M,17,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",N,17h00
Apr,2003,Unprovoked,USA,Florida,Surfing,M,36,Right leg bitten,N,14h30
Apr,2003,Unprovoked,USA,Florida,Surfing,M,17,Survived,N,13h30
Apr,2003,Unprovoked,USA,Florida,Surfing,M,30,Left foot bitten,N,Afternoon
Apr,2003,Unprovoked,USA,Florida,Surfing,M,23,Small lacerations to foot,N,09h00
Apr,2003,Unprovoked,USA,Florida,Surfing,M,18,Left ankle bitten or right foot,N,14h20
Apr,2003,Unprovoked,USA,Florida,Jumping,M,11,Left foot bitten,N,13h20
Apr,2003,Unprovoked,USA,Florida,Surfing,M,12,2 lacerations on left thigh,N,08h50
Apr,2003,Unprovoked,USA,Florida,Swimming (using a float),M,20,Left calf lacerated,N,13h00
Apr,2003,Unprovoked,VENEZUELA,Nueva Esparta,Surfing,M,28,"Right foot bitten, left leg severed",N,--
Apr,2003,Unprovoked,USA,Florida,Surfing,M,50,Left hand and wrist bitten,N,08h00
Feb,2003,Unprovoked,NEW ZEALAND,Southland,Scuba diving,M,44,Arm lacerated (shark made 3 strikes),N,11h45
Feb,2003,Unprovoked,AUSTRALIA,South Australia,Wading,M,37,Ankle lacerated,N,Dusk
Feb,2003,Unprovoked,USA,Florida,Swimming,M,54,Left hand bitten,N,12h10
Feb,2003,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,24,"Puncture wounds on heel, legs and buttocks",N,--
Feb,2003,Unprovoked,AUSTRALIA,Queensland,Swimming,M,84,FATAL,Y,Morning
Jan,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Unknown,M,14,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,,--
Jan,2003,Unprovoked,AUSTRALIA,Western Australia,Surfing,F,0,"No injury, but her surfboard was bitten",N,13h00
Dec,2002,Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,18,Left arm lacerated,N,
Dec,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Snorkeling,M,25,Forearms lacerated,N,Just after 12h00
Dec,2002,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,26,Groin bitten,N,
Dec,2002,Unprovoked,AUSTRALIA,Queensland,Swimming,M,23,FATAL,Y,02h30
Nov,2002,Unprovoked,MICRONESIA,Caroline Islands,Scuba diving,M,0,Minor injury to right calf,N,Afternoon
Nov,2002,Unprovoked,USA,California,Body boarding,M,48,Both legs severely lacerated,N,09h45
Nov,2002,Unprovoked,USA,Hawaii,Swimming,F,34,Right shoulder forarm & wrist bitten,N,10h45
Nov,2002,Unprovoked,unknown,Caicos Bank,Snorkeling,F,41,"Right upper am, shoulder & back severely  bitten",N,08h40
Nov,2002,Unprovoked,USA,Florida,Surfing,M,21,1.5-inch laceration,N,13h40
Nov,2002,Unprovoked,USA,Florida,Boogie boarding,M,16,Puncture wounds on right foot,N,13h25
Oct,2002,Unprovoked,USA,Hawaii,Swimming,F,60,Left foot bitten ,N,11h56
Oct,2002,Unprovoked,BRAZIL,Pernambuco,Swimming,M,36,"FATAL, body not recovered",Y,16h00
Oct,2002,Unprovoked,USA,Florida,Surfing,M,21,Left foot bitten,N,Sunset
Oct,2002,Unprovoked,USA,Florida,Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,N,12h00
Oct,2002,Unprovoked,USA,Florida,Surfing,M,35,Heel & back of right knee lacerated,N,13h30
Oct,2002,Unprovoked,USA,Florida,Surfing,M,18,Left hand lacerated and abraded,N,14h35
Sep,2002,Unprovoked,USA,Florida,Surfing,M,47,Right hand severely lacerated,N,16h20
Sep,2002,Unprovoked,USA,Florida,Surfing,M,32,Left hand bitten,N,07h30
Sep,2002,Unprovoked,USA,Hawaii,Fishing from Surfboard,M,55,"No injury, surfboard bitten ",N,15h35
Sep,2002,Provoked,USA,Florida,Fishing,M,0,Left thumb lacerated PROVOKED INCIDENT,N,Afternoon
Sep,2002,Provoked,TONGA,Vava'u,Swimming,M,0,Thigh lacerated  PROVOKED INCIDENT,N,15h00
